id,alan,eski,yeni,sebep,jev_guven,migration
00d1d1d1-471a-4902-bf96-addcbcb41f1b,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
01c92a51-4111-423e-84c7-bfac95d07dbd,questions.kategori,genel_kultur,sanat,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
01e8c52b-a691-4e07-b9e4-ccc4528c9021,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
022c98b1-9f8d-4da3-9d9c-bc32b3f435dc,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
02a58ee6-b919-4d9e-aa8c-4e4dbfa725c7,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.83,20260612000317_soru_temizlik_kategori
0231dc2c-9f14-4cc5-87bd-5545e9ab886c,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
02d9f80c-a192-4783-a733-07e2ce0d0307,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.91,20260612000317_soru_temizlik_kategori
0325ecc8-dced-4940-abe4-64dacc37c09e,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
033a8df4-ba60-44e3-a28a-2380d6731887,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0355bb41-7198-471c-a68e-e4d112159a52,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
037fcf7f-a43c-4849-ad2d-d48751aaf646,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
03c22e5c-ca78-4b81-bc30-afdf51b81642,questions.kategori,bilim,teknoloji,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
03e3e2ef-a0ac-4cf4-af6f-11c0df94f8d1,questions.kategori,sanat,teknoloji,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
04292f2e-6141-4a15-9f7a-409206c345b9,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.82,20260612000317_soru_temizlik_kategori
0474dad6-4bd5-4ba3-9465-e4db5923c3ad,questions.kategori,sanat,genel_kultur,2e Jev ikinci geçiş: kategori,0.94,20260612000317_soru_temizlik_kategori
046b138a-1728-49fe-8538-98e95a8147d9,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.95,20260612000317_soru_temizlik_kategori
05049a1f-88e8-4613-8272-17cebb0ab75c,questions.kategori,sanat,sinema,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
056a156d-807f-410a-9d75-f7feed0d5a7a,questions.kategori,sinema,edebiyat,2e Jev ikinci geçiş: kategori,0.92,20260612000317_soru_temizlik_kategori
05ce2d35-95f2-46de-97fc-9bb78c2522a3,questions.kategori,muzik,genel_kultur,2e Jev ikinci geçiş: kategori,0.84,20260612000317_soru_temizlik_kategori
05c0fc39-108a-4f70-9d27-a52ff5790ef0,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,0.91,20260612000317_soru_temizlik_kategori
07048411-0446-4d3f-8f99-98609c6e90a0,questions.kategori,sanat,teknoloji,2e Jev ikinci geçiş: kategori,0.86,20260612000317_soru_temizlik_kategori
0720fd75-9537-47b6-9d0b-458dbbdd4ff9,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
07da202c-e805-4359-9e96-a3c588ab7916,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
0810ba9b-9fe5-44fb-bd91-17fb4d49dff0,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
08d0779a-62f8-4470-80d2-9c03c98449cd,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
08ef2f18-f73f-4b91-87c6-bc11f214ae49,questions.kategori,genel_kultur,edebiyat,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
090757e7-4e72-414c-bcc6-d3c4f05e0e55,questions.kategori,genel_kultur,edebiyat,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0931bfab-935c-47ef-bbec-eb2f3c355a04,questions.kategori,sanat,muzik,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
0949c184-a576-4da1-b26c-0ff91546bf45,questions.kategori,genel_kultur,muzik,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
095971fd-394e-475e-80f5-ccc59c89a4cf,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0a2e3156-38ed-4104-869b-0220e805da34,questions.kategori,muzik,edebiyat,2e Jev ikinci geçiş: kategori,0.92,20260612000317_soru_temizlik_kategori
0ad8fcc2-760d-4b1f-b033-8620539da576,questions.kategori,cografya,teknoloji,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
0ac860f5-0a83-448d-aeea-c18f8746aa8d,questions.kategori,muzik,bilim,2e Jev ikinci geçiş: kategori,0.91,20260612000317_soru_temizlik_kategori
0ba7719f-d597-4670-9b0d-37301df4fb37,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
0bba81cb-2e30-4dd2-ba20-a76fa847ffc9,questions.kategori,genel_kultur,edebiyat,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0c14cd82-7cb1-430c-8364-00541a6c192c,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0c27b17b-94c5-49d6-af24-00fe33b1c004,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0d0ca815-8cd3-47e9-94ea-a4543de1a1b3,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0d7e57a9-21dc-4868-a529-41e4b5260088,questions.kategori,tarih,sanat,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
0e128e4a-3437-4460-a424-cba2afcf992e,questions.kategori,genel_kultur,edebiyat,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0e5d005d-1ee2-4d82-b872-3239bc203bee,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0e646036-36a9-4576-97c3-d431fe777160,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.84,20260612000317_soru_temizlik_kategori
0f355c86-b1e3-443f-8c78-22530fed8057,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.97,20260612000317_soru_temizlik_kategori
0f57c6dd-25c8-4f62-b843-12f93d011f26,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
0f63740c-6f5a-400a-8cac-655e4ecc36d0,questions.kategori,sanat,teknoloji,2e Jev ikinci geçiş: kategori,0.97,20260612000317_soru_temizlik_kategori
0f6d0fb0-0eb7-4d1e-9954-ffa1d94ebfd3,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0f95abdc-acf2-428c-9f23-bdd1c211e6da,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0ffd4b6a-ab2f-48d9-a29f-598bd919fce0,questions.kategori,sanat,muzik,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
0fd17bef-0b5f-4468-9b9b-17303941ad2f,questions.kategori,spor,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
10b926b6-1ede-4d47-8ffb-7c4254499a03,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
11b02929-2394-45f8-929b-cfec4ac548ce,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
125a0a66-dbab-48ec-884c-9323fee9c780,questions.kategori,sanat,genel_kultur,2e Jev ikinci geçiş: kategori,0.93,20260612000317_soru_temizlik_kategori
12871e4e-22cb-4bb9-9764-e564e32cd9a9,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
12d6df42-59a2-40ea-b48c-7c579748f9f2,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
13483c36-bd5c-4be8-9dd6-37ef4d3b5876,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
13900d7a-9c3b-480d-b01a-66443c761b37,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
144aac3f-0f4e-4d7d-bc1f-0c043fe9c410,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
13995f03-97a6-4dbb-afe9-a571baefbf42,questions.kategori,genel_kultur,sanat,2e Jev ikinci geçiş: kategori,0.83,20260612000317_soru_temizlik_kategori
13921d97-f542-4a18-8bc4-694dbee746c2,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1516c00b-b3d7-45d8-afb2-528dd17ec412,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
1498e34c-9fe4-4571-9e83-023194053c70,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
151ee83f-d710-4c41-a1f6-3117fb65bfe8,questions.kategori,sanat,genel_kultur,2e Jev ikinci geçiş: kategori,0.81,20260612000317_soru_temizlik_kategori
16e28571-e584-465b-bf72-481536fc39c0,questions.kategori,spor,bilim,2e Jev ikinci geçiş: kategori,0.97,20260612000317_soru_temizlik_kategori
16f85bcd-63f6-4b9d-bc21-1cfabe6bd619,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,0.81,20260612000317_soru_temizlik_kategori
179d0757-f5af-479f-827a-e94a7e92a2a8,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.91,20260612000317_soru_temizlik_kategori
17d916e2-0600-4ae6-b8fe-7478fa56daf7,questions.kategori,sanat,edebiyat,2e Jev ikinci geçiş: kategori,0.88,20260612000317_soru_temizlik_kategori
18690b30-df04-496c-9e5b-e570db0bfa0e,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.88,20260612000317_soru_temizlik_kategori
18932e52-70e1-4634-97a9-a7ebf110c7df,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
188bc81c-bbdf-4f6d-8453-7006871f7895,questions.kategori,sanat,teknoloji,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
18b43af8-f022-4c71-99f9-79fd028cc409,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.85,20260612000317_soru_temizlik_kategori
18c41e71-e6e5-4df2-9515-f0af6966a255,questions.kategori,bilim,tarih,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1916b3ff-03c6-45b1-9620-cef8121a00c8,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
194717e6-e661-4eaf-99a6-4c8131865100,questions.kategori,tarih,sanat,2e Jev ikinci geçiş: kategori,0.97,20260612000317_soru_temizlik_kategori
194c3f90-b88d-477e-8c03-572b6b44d17a,questions.kategori,sinema,edebiyat,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
1a919dec-a419-4ae0-86d1-0eef81870dba,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.89,20260612000317_soru_temizlik_kategori
1a2d20f9-a4cf-4ccd-92ac-dc7ccaa8835b,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1b0f6555-9612-4cd9-8eff-1a02959d815e,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1af70c1b-4763-42a1-885b-c3557190246e,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.82,20260612000317_soru_temizlik_kategori
1b25565f-d63d-4d0e-9f33-6dc16e5ebccf,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
1b496060-2c8e-4767-8f4a-18a399440754,questions.kategori,muzik,sinema,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
1badd06f-ace5-4cf8-a647-81021955fef7,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1bc4dd0b-e49e-4bfd-9bef-2f9a2f0a3705,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1bc6c376-e9af-4a20-b58d-28abe94b6c71,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.92,20260612000317_soru_temizlik_kategori
1c0956be-5019-4fb8-9313-aa685e561edc,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,0.95,20260612000317_soru_temizlik_kategori
1c33d525-f368-4728-9ddf-fd9566c80c78,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
1c5cbb93-ea7c-4ef4-8c28-a5d98a63fc74,questions.kategori,tarih,genel_kultur,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
1cf3b682-4e42-434c-b906-d5983b6bda86,questions.kategori,cografya,tarih,2e Jev ikinci geçiş: kategori,0.87,20260612000317_soru_temizlik_kategori
1cf67ef7-8fd4-4449-b5fe-d200408e9de9,questions.kategori,tarih,genel_kultur,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
1cf8e87f-b522-499d-bcb3-101f9bb227e2,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.93,20260612000317_soru_temizlik_kategori
1d2af53e-c392-429d-8ab1-bad6784b55f0,questions.kategori,bilim,teknoloji,2e Jev ikinci geçiş: kategori,0.88,20260612000317_soru_temizlik_kategori
1d4765cb-e5dc-4c36-9540-1713c092ff28,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
1d63f5b0-ac12-4a17-bc33-2248217d9955,questions.kategori,teknoloji,genel_kultur,2e Jev ikinci geçiş: kategori,0.97,20260612000317_soru_temizlik_kategori
1d5f0948-b684-487a-a6ef-7c141133ff15,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.95,20260612000317_soru_temizlik_kategori
1e481ac2-bf7c-49be-8292-6f33edbeec1e,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1e6effca-a125-4c0d-a11c-fe2781ff35d2,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1ea33317-8250-4aeb-acfe-692fecf59418,questions.kategori,genel_kultur,muzik,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1eb16340-f879-403b-b1b8-62e70a189ed9,questions.kategori,genel_kultur,teknoloji,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1eee3ba7-6260-495c-b1bf-d5e1424d58a2,questions.kategori,sanat,tarih,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1ebf1998-2556-41a5-8205-9b04b4309791,questions.kategori,cografya,tarih,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1f527d40-0250-4252-8ae0-28cdb8aa72c7,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
1fbb0653-7ed0-43e9-85f6-3f2be2a3cd84,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,0.81,20260612000317_soru_temizlik_kategori
1fdd6a6b-1718-4aaa-a43b-b3bbf3e01a36,questions.kategori,sinema,teknoloji,2e Jev ikinci geçiş: kategori,0.93,20260612000317_soru_temizlik_kategori
20742d6b-e0d2-4e9e-aa72-ed78c9d6b4a5,questions.kategori,genel_kultur,tarih,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
20771f4a-46a0-42ca-8665-b24bd76935c9,questions.kategori,teknoloji,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
20958f5c-b4f4-437c-a57e-fdb2a9e68215,questions.kategori,tarih,edebiyat,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
209baf4e-af7a-4f22-9792-9a1cfbcedb62,questions.kategori,genel_kultur,teknoloji,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
20efc089-c01d-475b-b4a3-6c0333432e6b,questions.kategori,sinema,edebiyat,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
21075ed1-b6f2-4df7-aa2c-3dfbb39d0b5a,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
21be54fa-9a8f-4ad2-b915-7df2bce1aa67,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.96,20260612000317_soru_temizlik_kategori
21befb92-dda6-4c68-a337-d58b1bc4b404,questions.kategori,muzik,teknoloji,2e Jev ikinci geçiş: kategori,0.95,20260612000317_soru_temizlik_kategori
21e84a8d-d75d-4f34-8931-4343c7b9014a,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
22167723-6d90-4eac-8fe6-36fb7e3347b0,questions.kategori,tarih,genel_kultur,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
23175c2c-f28c-4db5-8227-932f82b7b4f6,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
22a0c4e1-67cb-4237-8d4a-d7cbd398d98b,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.98,20260612000317_soru_temizlik_kategori
2396a312-60b5-4d00-b6c7-c0827ca00990,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
23da29c3-2838-4776-81f7-fd283c58457a,questions.kategori,cografya,teknoloji,2e Jev ikinci geçiş: kategori,0.85,20260612000317_soru_temizlik_kategori
2400c36c-3ae1-4e95-9c53-07e84ad2e289,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.95,20260612000317_soru_temizlik_kategori
244e0e4a-705b-4e1f-adf3-87e765ad0685,questions.kategori,genel_kultur,edebiyat,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
2452e982-4681-48a0-9c4d-72c78ae9787d,questions.kategori,edebiyat,genel_kultur,2e Jev ikinci geçiş: kategori,0.90,20260612000317_soru_temizlik_kategori
24914155-9b27-4694-b098-6fdf0bff9103,questions.kategori,edebiyat,genel_kultur,2e Jev ikinci geçiş: kategori,0.88,20260612000317_soru_temizlik_kategori
25a1c73b-c752-44c2-864a-03ccff935890,questions.kategori,sinema,genel_kultur,2e Jev ikinci geçiş: kategori,0.89,20260612000317_soru_temizlik_kategori
25cb6216-f5c7-4763-ada0-8a33747f4749,questions.kategori,genel_kultur,muzik,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
25f4805b-78c8-45c1-8a50-5db1c5c625a7,questions.kategori,sinema,teknoloji,2e Jev ikinci geçiş: kategori,0.95,20260612000317_soru_temizlik_kategori
2609c35c-1aa9-4c9f-a400-6bf1eb5b7ec2,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
2635225a-a32b-4bc0-a0f3-e5ec49f02629,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
260d42ab-0551-4a1a-8493-8ac8fccc8628,questions.kategori,sanat,muzik,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
2644db9f-d107-4f88-8395-80dbd786ac92,questions.kategori,sanat,teknoloji,2e Jev ikinci geçiş: kategori,0.89,20260612000317_soru_temizlik_kategori
2690bd36-8784-4375-9d31-d92e04b56d1e,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
26847d00-b63b-404b-9c0c-8075c4c40a9b,questions.kategori,sinema,edebiyat,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
275830e6-231b-4e99-a3f0-766c610506ff,questions.kategori,sanat,sinema,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
2786a1dc-671b-4b35-b9ae-0eaa3cb868e8,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
27a9920f-493d-4161-9673-50ac3273873f,questions.kategori,sinema,genel_kultur,2e Jev ikinci geçiş: kategori,0.87,20260612000317_soru_temizlik_kategori
27c598af-a189-4b8c-9194-849d1126d67e,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
2814f923-e311-435d-80a0-03e87debbcde,questions.kategori,tarih,genel_kultur,2e Jev ikinci geçiş: kategori,0.82,20260612000317_soru_temizlik_kategori
2825a295-d5f3-47d5-a67a-eac6f1c9c147,questions.kategori,sanat,teknoloji,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
28b8f016-1dc9-4afa-ae9e-5b4b6e9b39f2,questions.kategori,muzik,teknoloji,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
28da4c24-1ac2-4ae4-a433-9dc216ae1640,questions.kategori,sanat,muzik,2e Jev ikinci geçiş: kategori,0.92,20260612000317_soru_temizlik_kategori
2904cb80-cd16-4d67-a1f8-094bd60aefc8,questions.kategori,sanat,tarih,2e Jev ikinci geçiş: kategori,0.86,20260612000317_soru_temizlik_kategori
292e61d9-17d5-40a3-827c-98a24f807426,questions.kategori,genel_kultur,cografya,2e Jev ikinci geçiş: kategori,0.87,20260612000317_soru_temizlik_kategori
297afb2d-a25e-4864-bc70-f00c64390298,questions.kategori,cografya,genel_kultur,2e Jev ikinci geçiş: kategori,0.81,20260612000317_soru_temizlik_kategori
29be1a34-e9f4-4c71-9e76-20f58d83e820,questions.kategori,sanat,muzik,2e Jev ikinci geçiş: kategori,0.99,20260612000317_soru_temizlik_kategori
2a6b1d1e-12b2-4c19-a0bf-c39ebedb4fda,questions.kategori,sanat,genel_kultur,2e Jev ikinci geçiş: kategori,0.93,20260612000317_soru_temizlik_kategori
2a5eb235-2e04-4312-8fe3-1d422934cbe5,questions.kategori,genel_kultur,edebiyat,2e Jev ikinci geçiş: kategori,1.00,20260612000317_soru_temizlik_kategori
2ae35cef-a68f-44d6-bb3c-cd01a375ee56,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.90,20260612000317_soru_temizlik_kategori
2b2d5c5c-80ed-41c5-9f51-cbbbb43a5472,questions.kategori,muzik,bilim,2e Jev ikinci geçiş: kategori,0.95,20260612000317_soru_temizlik_kategori
2ba6c248-1364-45b9-95aa-3591dab696eb,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.93,20260612000317_soru_temizlik_kategori
2bc13bc2-cf6f-4322-b659-0ddd8b4aa085,questions.kategori,genel_kultur,bilim,2e Jev ikinci geçiş: kategori,0.95,20260612000317_soru_temizlik_kategori
