id,puan,kaynak
00dee41a-2b61-4235-86c7-ea5f17a5ce9f,3.27,kapi
00e12eb2-b119-4fed-bbb5-03747e37993a,2.61,tarama
00e8bbde-e3bb-4b0b-a098-738aacb613a3,3.24,tarama
00ea7889-27e5-4083-aae9-399059ba1f9e,2.55,tarama
00ecb66a-4cfa-41eb-b938-bcc119b967cc,2.92,tarama
00f57f5b-e6c9-48f7-9ea8-c2869f2265eb,1.62,tarama
00fc07c0-9a6c-4c71-8310-69cd8789f387,3.34,tarama
010d5c0d-4d15-4bd8-b5d4-90746cb0cc5a,1.38,tarama
01137303-c2ed-4a18-9ae3-b73bc184c331,2.89,kapi
0117c539-60e1-4012-8c8f-083ec59b5d00,1.03,tarama
011c616a-7be3-47c3-bd73-0f0aa43154a8,3.07,tarama
011dd8e5-1cd9-41d5-b74e-1bc7aa7b7cfa,2.71,tarama
01214308-e727-46a7-868e-3af8edcc52a2,3.75,tarama
0127570b-c365-4bcd-a0d6-fe53fa230c1a,1.46,tarama
0131f558-0fdd-47e6-a978-79a4579eb976,1.71,tarama
0139f1dd-dcce-477c-876b-facc46b35db8,2.74,tarama
0140df16-4655-4716-8b6a-b906637234de,2.89,kapi
0143a9c9-cc46-456e-ab5a-6f7a4985604f,2.47,kapi
0144113e-60e8-4e89-896a-f865b338a6cf,3.92,kapi
014d42fc-f76d-4402-a3f3-ec41188a9c3a,2.42,tarama
01507337-626e-4ccf-b1d6-d3a06b26e836,1.80,tarama
01560010-490d-4d7a-a1a1-f54e1abc8311,2.53,tarama
015b0775-63ea-4910-b5cb-3fe47e14cda3,3.12,kapi
016865d3-945f-4fea-8c27-eed6d368bb11,1.72,tarama
01733ff5-dfcb-4319-8e18-e36ba9935a02,2.22,tarama
01737af0-d6ff-4762-bca7-027e0d52fb2f,2.72,tarama
0173d68b-6ee2-40d4-9640-c82e37c8e199,1.70,tarama
017b078a-96c6-4109-9361-aac32b2fa344,1.89,tarama
018186d8-9912-4eed-b9c2-cc456c8b8fad,1.59,tarama
01881221-edc4-47ef-8379-943891cd2b2c,1.92,tarama
0191f372-3373-4c4c-8d26-57a64332420a,2.05,tarama
0196ed0f-dd03-4489-b1d9-c2935cce82cd,3.24,kapi
01a4b3c5-be6d-4783-b7dd-55a1b0db4c54,2.05,kapi
01a87f32-5535-4fbc-8bbc-c38c6b7d1538,1.46,tarama
01aa6dbf-be99-4e8b-a3cd-363ad43fbe07,2.60,kapi
01b27be0-e31e-4a1d-b4f5-ec147757d175,2.11,tarama
01b2e965-5dbe-4fe0-b685-26e7ff60804a,1.53,tarama
01b8cc46-95c1-4b16-9636-27b2313ade87,1.51,tarama
01c92a51-4111-423e-84c7-bfac95d07dbd,2.69,tarama
01c9bc01-f606-4bfb-b1fc-7d85e084cfb7,1.78,tarama
01e8c52b-a691-4e07-b9e4-ccc4528c9021,1.69,tarama
01f9abb7-a04d-4a6d-9a89-d31f0ddfceee,3.20,tarama
01fc048b-a2d2-417c-9c59-095e184ff01e,2.86,tarama
01fc4aa5-9c68-481c-bc90-dfacebe11316,2.39,tarama
01fd6e04-ae93-4712-ab5a-cd86ccafe8d2,3.07,kapi
02002fc2-ba1f-4c2b-bfcc-fde89a73b125,2.00,tarama
0200a1b0-aed3-47c6-8f42-e024372eaae2,1.95,tarama
0204b92e-9d90-44e1-b034-9d61d64a14bd,2.29,tarama
02068961-92cd-417c-abca-2b9310839dde,3.99,kapi
0213bd4a-0e1b-4508-8691-4d392e99f1f5,3.45,tarama
021b4225-ebf0-4886-a036-31090c5361e4,3.16,kapi
021edc4f-a7ac-4097-9ccf-46e8866e7ead,2.62,kapi
0221f0de-d263-4686-a639-eb8363bad0a3,3.46,tarama
0225b140-381d-4cce-9810-f3c0bf260086,1.99,tarama
022c98b1-9f8d-4da3-9d9c-bc32b3f435dc,1.05,tarama
022dcfe1-b28f-44e8-879a-e3fdb56de5b1,3.00,tarama
0231dc2c-9f14-4cc5-87bd-5545e9ab886c,2.17,tarama
0232979f-ca2f-4a5c-85d1-21363554e1c3,3.09,kapi
0242c3b1-2aa4-4fd1-ae08-3c2692642797,2.16,tarama
02446ee1-8d88-4d2b-b0cb-c4bcc6e3f220,4.01,tarama
0245c614-673a-4da6-b1b3-171071cbc583,1.22,tarama
024c9087-fd71-42ea-aab9-0a0a66b44736,1.09,tarama
0258befd-0db8-4ffe-ac4d-e05249c4e196,3.24,tarama
025a2023-5e1f-47f7-b32d-2346cb57515e,2.49,tarama
02613063-fe5c-481b-881d-d37ee2e966ed,1.93,tarama
0275572d-fc54-412e-9d4f-78a690a83fd9,2.22,tarama
02770622-454d-459d-a090-246ee7604037,1.86,tarama
027f3faf-d48e-41b6-8f68-fe14f727c27b,1.47,tarama
0285a30d-bffd-448d-be78-541ef98ea956,3.36,tarama
0285adda-b8d5-42aa-a030-b282e6603b7d,2.36,tarama
028d2500-6c86-4d4e-ad9f-71a21c321438,2.15,tarama
028f6c31-8ac6-42b8-b52e-431d9e5076e0,1.73,tarama
02952b2a-be23-49d2-98f0-525d580fe750,1.97,tarama
029f0d92-fe88-4f88-89c8-bebd279771c2,1.86,tarama
02a58ee6-b919-4d9e-aa8c-4e4dbfa725c7,1.45,tarama
02ad7346-4305-4cdd-8ef5-b6aad9fe8e56,1.98,tarama
02af93da-9215-4cdc-baf8-6e83598c0770,2.04,tarama
02afb6f8-8cd6-4906-ab06-9b52b12c3d71,2.80,tarama
02b30691-f280-42bd-b8fd-480ea6a6fce3,2.70,tarama
02b5626f-80fe-4ca9-b7b2-a2d98cddd67f,1.58,tarama
02cb7afb-2d1c-4113-a116-5d4c4b0a1e9f,3.22,kapi
02cc9b1e-ee29-40ce-a82f-7745edd1a606,2.08,tarama
02cd1ca5-2b1c-480e-88f1-231b5f172476,1.99,tarama
02d49bcb-a26c-4bf2-a865-fae68379b642,2.02,tarama
02d94eb0-4b3d-4358-a549-53b66c0c902a,2.51,tarama
02d9938f-a89c-4385-a424-f5c1e6c68628,2.06,tarama
02d9f0b0-0936-4c31-918e-559eaaee20e8,1.91,tarama
02d9f80c-a192-4783-a733-07e2ce0d0307,2.11,tarama
02dc101e-d99a-451f-b727-96962a0f230a,1.72,tarama
02e02fcc-466f-48b4-a60b-1d83f3e14676,2.05,tarama
02e191fe-18f4-4cec-a011-6b6057d3cad8,2.80,tarama
02e6080c-c7b4-4aed-b8bf-e93338301d32,2.54,tarama
02e6e6c4-a3e5-41b7-8e77-e8d4dc7e2a82,1.91,tarama
02e869fc-e727-42e7-b456-28d25dd7da95,3.02,kapi
02f40c1b-5a48-451b-8d7d-c6aad7f82533,2.10,tarama
02f43170-a0ed-4a3e-a6c8-cd58e46b74d8,3.11,tarama
0302e66e-aa59-4044-b5eb-d76752ed1929,2.75,kapi
03059787-a935-48cf-b5f4-6d997aba7ad1,3.13,tarama
030d296a-9070-42e6-ae75-a4277dffacd4,2.04,kapi
031057ed-843d-4aa8-bcff-7536bf059c93,1.11,tarama
0313b2af-3b21-4e7a-8f0b-9f847e6c1ab9,2.55,tarama
031649bd-5e02-4bb6-82db-c19c2a0dcbf6,2.74,kapi
0325ecc8-dced-4940-abe4-64dacc37c09e,2.99,tarama
03274015-30c8-4646-8e4a-7cbf2a53951a,2.81,tarama
0327666f-86fd-4dc8-a0ed-da86f00e65fa,2.10,tarama
0327b3dd-93d0-4fd6-8d22-429c845f7f39,2.80,tarama
03289b6f-e1be-44d9-a412-5d8df775af68,2.89,tarama
03313322-9db4-4b15-b68c-842e1ad4fb21,1.91,tarama
03313f6b-f6d0-49fb-b3e7-795dc179680b,2.18,tarama
0332b4a1-7384-412a-9fcd-7b6254643473,4.04,kapi
03361025-e5f3-45d4-b544-68637573f6c6,1.89,tarama
033a8df4-ba60-44e3-a28a-2380d6731887,2.20,tarama
033f843b-6d7d-40dc-b447-97d2d599ae18,3.25,tarama
0345a561-66cc-4d5b-ba16-105558f160d1,2.92,tarama
03469d5b-c44b-433f-bd04-84eb0d7a68a7,3.38,tarama
034d7961-9f40-4f90-95be-d13d519bf8fe,2.60,kapi
0355bb41-7198-471c-a68e-e4d112159a52,2.67,tarama
035a7aed-083f-4316-92c0-1b787a800c4e,1.83,tarama
035c0dc5-dbb0-4016-83e6-9212ec8f7d42,3.30,kapi
035d6222-b594-46ab-a3b2-543b6a00d3f2,2.27,tarama
035fc9f2-5592-4e61-9db6-ef0bfb634747,3.35,tarama
0363541a-d2b1-4c97-bca3-34a9c185721a,2.63,kapi
036856df-2ffd-444c-9eaf-63ccb5798045,3.11,tarama
03728bcd-eb39-42c6-93fd-fb996315aaa4,3.23,tarama
03751d50-24d6-48bd-bc8e-3e233d4a8816,2.65,tarama
037787b3-d5d3-4bf1-a2dc-6264a7238f14,2.70,tarama
037fcf7f-a43c-4849-ad2d-d48751aaf646,1.85,tarama
03879841-66ce-4aeb-a353-78044fdb897e,3.69,kapi
03885d08-e62a-41bb-851b-047c613d6ec4,1.97,tarama
039b0687-c527-4e7e-8ec5-f0f270d1e5cf,1.97,tarama
03a338b1-4927-473c-9f1d-5d47ffb96e53,2.81,tarama
03a565a0-6b12-4084-825b-96ce9f4bc950,2.14,tarama
03a8eb9f-8fb1-43fa-8f48-4004fb326abd,2.12,tarama
03a94318-c40d-4e9e-b0c7-44c9527f7321,3.61,kapi
03aa7244-dba7-4fc4-b164-183527ae519a,1.79,tarama
03adcbb4-b08c-4215-9f5b-519930a32f95,3.08,tarama
03b1ea90-e787-4711-b3ed-2ab5116c69cb,2.10,tarama
03b309d4-eef2-40e8-ab91-4516a36a8b32,2.90,tarama
03bba753-4d6d-4415-aa80-c566dc164331,3.41,kapi
03bd9d44-0f69-48f7-9491-5b0396128bb5,3.02,tarama
03c10419-3354-4fd4-96ed-50f914ecc5c4,2.18,tarama
03c22e5c-ca78-4b81-bc30-afdf51b81642,1.52,tarama
03c5f568-128a-4d9e-8623-22f3f42a4de6,1.13,tarama
03c76865-2a09-42c6-bcce-c6428e351469,2.60,tarama
03cc6087-e31b-4a93-9ec6-c4c245437ca5,3.06,tarama
03d1dc45-2e73-4d73-ab17-c9eca7873165,1.64,tarama
03d49497-044a-4a68-b9be-d12c313b1926,2.11,tarama
03d72b1a-a55a-4e98-b230-dbfa67ac3881,2.49,kapi
03e17e40-c2a0-4019-8092-65f2e4ff3496,1.30,tarama
03e3e2ef-a0ac-4cf4-af6f-11c0df94f8d1,1.90,tarama
03e53c19-20fe-4dff-8269-af50839d796c,2.82,kapi
03eb0d2f-f85f-45df-8717-30ac989f11e2,2.86,tarama
03eba149-c96a-4c2e-aa19-9665e3ef72de,2.68,tarama
03ed3326-6150-46ea-aced-635ea6cc3bd4,3.84,kapi
03eeddb9-730e-40ec-9ec5-17d0c1c13159,2.45,tarama
03ef6080-b327-43e7-a8e3-d7657acbc003,3.76,kapi
03f438d1-e7b0-49ee-9120-6ba07e0ac129,2.54,tarama
03f68f46-cc72-4866-9f5a-4a029c435742,2.31,kapi
03f92123-6956-4206-8421-ee6e7f4ad1c6,2.96,kapi
03fd172c-2442-4cb5-bf02-de1240644053,3.00,tarama
0401298b-47ba-4dd7-b37b-f8ec08d87df6,2.11,kapi
0403c5ab-ebf5-4f70-87ee-707a4484698f,3.53,kapi
040678af-88f5-4be2-9385-6eaba0913f40,2.08,tarama
040e1c71-3cda-4ae8-b717-4aa611632690,2.16,tarama
040ef93e-3b7e-445a-9f51-d95a87620474,1.70,tarama
04118c85-8427-4b4e-9b33-5d26ad9148fd,3.48,tarama
04174bc2-9d0f-4cf7-956d-53cd2e21d3b6,3.04,tarama
0419e033-4a38-4246-ac49-91fe745c4fa3,1.73,tarama
0420ca75-c41f-41a4-9ea3-a3521558e0ec,4.25,tarama
0422a2a8-622b-458b-b74e-d9f22bdf730a,1.83,tarama
04292f2e-6141-4a15-9f7a-409206c345b9,1.00,tarama
042ed2c6-0aef-4ffb-aebe-5ce5ddc8688d,3.56,tarama
043c15de-094d-45bb-a768-968ec9b805c5,1.94,tarama
043d3d20-ebea-4c64-aee6-43ddda4ce95c,2.11,tarama
044263fe-76aa-4c81-8db1-e4a1954e485e,3.50,kapi
0458c124-8202-43c4-bf58-125c395554d4,2.27,tarama
046232e7-0010-43a5-ab0a-5848b7db8cd6,2.80,tarama
0466919e-ed09-4198-b417-e5f32e4cec08,2.00,tarama
046835cd-206f-40a4-8547-0dbf2361b9e4,2.70,tarama
046b138a-1728-49fe-8538-98e95a8147d9,1.63,tarama
046fc6e3-c142-49ac-82c8-a9729f327e52,1.69,tarama
0474dad6-4bd5-4ba3-9465-e4db5923c3ad,2.16,tarama
04775870-139c-404f-864e-2810d328f2eb,2.51,tarama
048083d1-0fc6-40e0-bf68-abdbe3e3d4f9,2.67,tarama
04887ad3-283b-4681-a6a6-8a7d503f242d,2.15,tarama
0488a085-9ad1-4f16-9d78-9bca22350166,1.84,tarama
0489d423-def7-4cc8-9180-a1176603f3c5,3.71,kapi
048e74c3-b034-447d-af15-985850e4b9d4,1.82,tarama
048fd56f-e292-42e2-8a2f-c041b8215934,3.84,tarama
0492e7f6-8dbd-40d9-9d1b-ad0a6e4e12b7,2.86,kapi
04943096-495a-4dca-9101-d235e0415d21,3.26,kapi
04a3111c-581d-49a6-9e26-bdad902e8d07,3.79,tarama
04a4a123-5567-49bf-ac1f-b546605eb172,1.52,tarama
04a868bb-526c-41f6-a46a-afce061ca838,2.34,tarama
04b1946e-7129-42b8-a4d7-b91d128169f2,1.46,tarama
04b6d79a-6da1-475c-abe5-408904c86f69,2.44,tarama
04b77ded-d0ad-4ee5-9139-f6921d5d0bd8,3.10,kapi
04bc53b4-556c-4296-aa44-9e45bc65e506,2.30,tarama
04bc9682-ae2a-4be8-9209-4b828bc567d9,2.84,tarama
04c8a9fc-df7b-4b33-aa43-e668e4647b61,1.64,tarama
04d064c9-4664-46d1-ac85-9fafa0b9adf4,2.61,tarama
04dc25ec-faff-4480-a204-6649ef905d73,3.84,kapi
04e20a2e-469b-48ce-b3bb-402e0c1a130a,4.03,tarama
04e6279c-5e6e-47c4-86c3-d1c949003d57,2.78,tarama
04ed6962-3549-4124-8b88-3a127a3b5738,2.81,tarama
04ee30e1-6d8d-4637-ba73-f649d7a69442,1.65,tarama
04f9d1ec-378f-4542-9543-53e2cff2ddd8,2.21,tarama
04faae4a-4723-4f4f-b7ce-ef4144983b88,4.02,kapi
04fc2e14-8667-43d3-a339-89c0a3e12e83,3.70,tarama
04fc5ecc-6fad-4fe7-9f90-77371e532c33,2.17,tarama
04fdd05f-1525-4491-be90-ee8d878ec331,2.86,tarama
05049a1f-88e8-4613-8272-17cebb0ab75c,3.29,tarama
050a6c17-c8bc-4a83-8f9a-13088a46cb99,2.55,tarama
050f1200-f1d9-410c-af9d-ca33b5ece482,3.49,tarama
05116ea0-3af7-4a10-8ea6-9db38cb62d14,2.89,tarama
0511c160-75a5-4da3-a551-381a5958cf43,3.86,tarama
05204c2d-fd3a-4f66-b1d0-322da81cc668,3.91,kapi
0524ff7b-b7ba-4137-8ca8-49b3c392186e,1.69,tarama
052b49f7-bcb5-4465-8c98-ae6dd83c6fbc,1.48,tarama
052f6554-51d4-48aa-a497-616933814e1c,1.78,tarama
0532797c-48b3-488c-9306-5a56b0e36068,1.99,tarama
053640f6-8950-468a-a505-0cc47a53cc01,2.49,tarama
053a7fb7-080f-465e-8984-12160f2ec4d9,3.22,tarama
0540a051-c5f1-4a04-812e-81f9a6b3cdfb,2.14,tarama
054a87b8-110f-4aeb-b764-7fa4aef31f97,1.26,tarama
054b5fcd-82fc-4ceb-9744-9c9a9425910f,1.79,tarama
054fc30b-3023-43bb-85de-a1dc32d2fc03,4.03,tarama
0551cdc3-8393-41e3-822b-bfc62754c839,2.07,tarama
0551ffe3-8bef-4c0f-8d71-dd9463386903,2.03,kapi
05545294-d1ee-4ada-9280-189544194810,2.31,tarama
05586f95-dbde-4660-b69a-5973f6fbdaf6,3.24,kapi
055d1d20-bab6-47d0-a85b-96da56de97ef,3.77,tarama
055f00be-d77b-4d6f-b506-bf58a1836e00,2.21,tarama
0564fc5b-4186-40ce-a9e5-8d1237ce100e,1.96,tarama
056a156d-807f-410a-9d75-f7feed0d5a7a,2.94,tarama
056aa835-a9c6-4e54-9d3b-7de75b25c7ea,4.04,kapi
056e7094-596e-4e44-956e-8275a4067373,2.76,tarama
05719bd9-4fea-4aaa-b16f-bf255bf1a2f9,1.27,tarama
0579e08c-cd43-4f65-8f5b-f5200497e6d1,1.73,tarama
0579f884-e813-40c8-aaad-2e533db6f628,3.16,kapi
057b36f8-2d43-449f-a58e-8bad6031ca1d,2.04,tarama
05884f71-4737-4003-b79b-921815ad77ed,2.75,tarama
058b2eec-8786-4249-b3b7-15a5c6c291f5,2.35,kapi
0596f062-6311-41d4-9a7e-ab1a239ee7f8,1.86,tarama
05977207-7dd9-4fd5-9518-ac003bcddcc7,1.96,tarama
0597ad85-7de6-4306-a8b2-7a5e7b80c258,2.81,kapi
0598e7fb-0c4d-4aac-8880-e3d34fe963fb,1.88,tarama
059e9363-2aee-4de3-a24d-65be100bb3c4,3.21,kapi
05a42af2-0155-4ced-802d-11ba487dae83,3.10,tarama
05a49262-66bf-4d20-9188-15b0e5975267,1.60,tarama
05ac7c13-edb1-4186-a8ee-19b6348d776c,1.96,tarama
05b3e4eb-6ece-4e84-9efb-8a3240623834,1.30,tarama
05b6fdab-850b-4c46-b47a-5950a149bdb4,3.57,tarama
05b7cadd-3d72-43a6-bb8a-6010824f6a98,1.88,tarama
05b899d3-8120-4c67-a228-8bcdd404d129,3.93,tarama
05b8b920-b38b-49a7-9ca6-520a685f5a8f,3.55,kapi
05bb51b8-3879-49cb-b752-07525a9815ce,1.87,tarama
05c0fc39-108a-4f70-9d27-a52ff5790ef0,2.88,tarama
05ce2d35-95f2-46de-97fc-9bb78c2522a3,1.53,tarama
05d350fd-0554-4324-b650-6ff8035966a3,1.48,tarama
05dc5f66-641e-45f8-b7fe-b1f00303cd4d,2.64,tarama
05e0a475-34f8-4db0-a806-d27f21190cc1,1.94,tarama
05f1c21d-5b7d-4d75-b2dc-40846813da5c,3.22,kapi
05f24fb9-7ceb-4411-a4db-a3d406b7ac71,2.78,kapi
05f42e75-7f7b-467b-b054-1fc7f05b15b3,3.39,tarama
05f8db14-35de-4ee6-8c94-01ad0d438ae1,2.52,tarama
05faac29-9553-4674-bd07-533e9a6c0840,3.84,kapi
06030adb-83af-4769-8a4a-1bd717f50bac,1.17,tarama
0604cdbf-127d-4172-a431-6c0d2ca12d30,3.69,tarama
0609cde6-f84b-44aa-bb5f-6b6c1ea18e35,2.54,tarama
0611966c-6106-452f-921a-f2e9a2853dca,2.93,tarama
0616842b-93f9-4666-922c-a17336799db9,3.11,kapi
062b02eb-8622-40c3-bf5c-762b8d31a780,3.29,tarama
062e0e75-b455-4be4-a497-5ce4558e8398,2.00,tarama
063a7012-6d95-4a1a-ab6c-90f3dea8cfda,2.21,tarama
063be1e3-9fa6-46ca-b67c-9a7ef4eb8bc6,2.58,tarama
06412e47-c91a-4094-a277-8e1a98d0eb7e,2.76,kapi
0643ce86-0ce1-489c-99c2-c359087ab17f,3.61,kapi
0647aaeb-6428-4f6d-a2eb-8fa3185873a3,2.02,tarama
064b83dc-c49f-4dcd-b135-49ecd1c89798,2.90,kapi
0650cfa3-50d9-4f98-a2b4-76a39a631e81,1.91,tarama
06567b88-1fa7-4efa-84fa-1fadb6b47da7,2.86,tarama
0664cabe-55bc-4b5d-b125-3dc483c3c6fb,3.14,tarama
06676da4-1f61-42e8-bb17-eb8aba1c35f5,2.13,tarama
06689ea3-22be-4f1e-a147-3f4fae25bec2,2.30,tarama
066b9aa0-0b82-48c5-87a4-6d1087c42393,2.19,tarama
067bddfa-9e1c-4cc9-9aad-0b0785f3e52d,3.14,tarama
067c2789-903f-43af-a557-d78058274d46,1.30,tarama
06822b70-cd2b-4b8c-aaa9-2073d2f1b01f,4.07,tarama
0682817a-16d2-468d-9e1c-0a1d48b74a96,1.14,tarama
0683b576-0355-44f3-8ed0-368e70fb8d3d,3.63,tarama
0684b1db-6738-496e-bd8f-59b4d116b37c,3.36,tarama
0686b1ab-3f31-4f9c-94f2-fe23fb03471d,1.90,tarama
068de8d4-581d-4b32-aa4b-1728d54efd96,1.06,tarama
069ce708-87ba-4ece-a621-f75f73334878,3.72,tarama
069f68c1-22b6-4715-b207-9ae17dbb6bdd,2.86,tarama
06a589ca-dacf-4200-92e3-18015337151b,2.04,tarama
06a64086-5099-4a4b-9a28-6eabf23c19f3,2.47,kapi
06ab01d2-f9bd-406c-a58d-935fbcdac26e,1.95,tarama
06ab03f8-bd3b-45ab-bfd8-67072bdce138,2.67,tarama
06abf62e-40ca-4cae-a1d7-8ec2b671f283,2.08,tarama
06aca1d5-6363-40c0-963f-cd70c88885e7,2.09,tarama
06b982f9-761d-48fa-93c1-2899fd63be20,3.11,tarama
06baa54d-f07c-44cb-abf6-bd2241b8af13,2.69,kapi
06bea032-5dfd-472d-a64b-1b4c90473766,2.28,tarama
06c04b20-e917-4ec8-8e73-595ce1af813d,3.79,kapi
06c45a81-1d11-4540-a168-16f6fe66007a,2.44,kapi
06c63ef0-2eb3-4f8c-bc69-2e23f47b5fa5,1.79,tarama
06c81ee8-ac36-46b1-b284-7c2ba4349a73,1.01,tarama
06d2d84e-9314-4666-b731-873d237b7293,1.94,tarama
06db6483-81a3-401f-a0cc-b34060e89c07,3.70,tarama
06dc1aa0-9b47-445c-b410-63f5f7a3e809,2.63,tarama
06df3874-3a89-42a2-9e47-55c318966fcb,2.41,tarama
06e54827-3198-4b85-a8a7-2685f6c855e2,1.59,tarama
06e9737d-6b43-4ce3-b24e-ac59072e0321,3.07,kapi
06f1bfc3-dc9f-48ed-aae7-7b800e4b5600,2.05,tarama
06f675ba-c683-4f85-8fc3-403a50b234e8,2.24,tarama
06f675e9-91e1-416a-be92-20d037d794cd,3.16,tarama
06f9d734-dfed-4317-9af0-0da1e87db8f1,2.04,tarama
06fb7c94-0072-4d50-bd02-bf6c68aa706f,2.11,tarama
06fcca7e-38ba-45f4-829b-dc0750d3cd3f,1.99,tarama
06fe2889-061f-4570-95cd-a90207668b27,3.58,kapi
07048411-0446-4d3f-8f99-98609c6e90a0,3.69,tarama
070f7c44-b31c-42af-8199-cf5e487d5503,1.54,tarama
0716dc37-fbc6-40aa-8761-2a90ef43ed1c,2.69,kapi
0720516d-4ef2-4405-b28e-46068c1be8b9,3.93,kapi
0720fd75-9537-47b6-9d0b-458dbbdd4ff9,1.63,tarama
07238bea-bd48-4c72-88a6-4d812dbd54e2,2.75,tarama
0724a069-fa40-4b06-a202-8295065daf3b,2.01,tarama
072bdb5b-4bb0-45d8-8bd5-883d3f6a7587,3.65,kapi
072e7f78-0525-444d-bb66-5672c21243b2,1.97,tarama
072f2927-e6aa-41ec-9a31-79eb2c52d790,3.16,kapi
0736aaeb-92b4-4557-91b6-ef92b3c417f5,2.12,tarama
0737329e-1ad9-4e36-a270-2d43cd6a554d,1.67,tarama
073855cb-0849-46e4-96af-c1f9919d3940,2.63,tarama
073dd2e8-aef1-47bd-a9de-1e08741be8c5,2.14,tarama
073ea4b9-238f-4711-9f7a-4dd27fc7a90c,3.12,kapi
0744fd67-e660-4236-b818-0d0dfdb58afd,1.64,tarama
0746cdb8-f7ba-4e72-86fd-8fbb01bc31e7,2.97,tarama
074b78a3-da31-4c73-98db-2d5525b263ed,2.82,kapi
0759064e-3072-4816-ae22-ab18be510639,2.63,tarama
075a28cf-18db-4d8d-8590-05dfce7cbf74,2.33,tarama
076328d0-36a3-4198-b5a9-e157232ef7cd,3.58,tarama
0769c9ab-3688-473f-bc0d-1da0fe7d9efd,2.87,tarama
