id,bizim_dogru_mu,jev_guven,bizim_kategori,jev_kategori,zorluk,eskiyebilir,coklu_dogru,hassas
007f8eca-ed0a-4508-85fa-1d16d2f44d9f,1,1.000,edebiyat,edebiyat,1.36,0,0,0
008532cd-b6d2-4c49-b341-77ccc320c97a,0,0.320,sanat,sanat,3.71,0,0,0
008f2475-4a1a-4670-ac68-1cef37f5bf90,1,1.000,genel_kultur,genel_kultur,1.00,0,0,0
009a02c2-116a-4358-b918-78e255fb8e27,1,1.000,spor,spor,2.00,0,0,0
00b761e6-1acf-41b9-80be-35e38f6cf8d8,1,1.000,tarih,tarih,2.34,0,0,0
00a20e91-ffae-4f83-b8e2-470df21e55f9,1,1.000,teknoloji,teknoloji,2.88,0,0,0
00b99125-7bcc-4715-9e2c-c71f9f86d38f,1,1.000,muzik,muzik,3.28,0,0,0
00bb37ff-c040-41ac-bdd7-bc5fb3dabaf8,1,1.000,cografya,genel_kultur,1.86,0,0,0
00bfd277-6db7-4fd5-8d08-97d6cf9bf67b,1,1.000,tarih,tarih,2.04,0,0,0
00c4c96b-0c19-4cc4-b76d-255f3aaeb720,1,1.000,cografya,cografya,2.10,0,0,0
00c9b382-85a2-42e4-8e82-ef360bdc43be,1,1.000,muzik,muzik,2.82,0,0,0
00cb1def-4abd-4a31-b941-277d85d121ae,1,0.980,cografya,cografya,1.98,0,0,0
00d1d1d1-471a-4902-bf96-addcbcb41f1b,1,0.990,genel_kultur,tarih,2.40,0,0,0
00d1f113-a8cf-4e6f-a94e-5a4fe1f79c46,1,1.000,teknoloji,teknoloji,2.55,0,0,0
00d37c42-72a4-418d-8080-73e9e8d1e70e,1,1.000,teknoloji,teknoloji,1.79,0,0,0
00d4d5d2-31e2-4227-ab69-b401ee5882a9,1,0.260,edebiyat,edebiyat,3.58,0,0,0
00d69fff-194e-483b-b52f-9db921fd8d73,1,1.000,spor,spor,2.76,0,0,0
00dd2974-e6e3-4b0d-9052-37be346127bd,1,1.000,spor,spor,2.39,0,0,0
00dea4dc-9d81-42ff-bd83-7f82364c1362,1,1.000,teknoloji,teknoloji,1.89,0,0,0
00e12eb2-b119-4fed-bbb5-03747e37993a,1,1.000,teknoloji,teknoloji,2.61,0,0,0
00ea7889-27e5-4083-aae9-399059ba1f9e,1,1.000,edebiyat,edebiyat,2.55,0,0,0
00e8bbde-e3bb-4b0b-a098-738aacb613a3,1,0.750,cografya,cografya,3.24,0,0,0
00ecb66a-4cfa-41eb-b938-bcc119b967cc,1,0.990,sinema,sinema,2.92,0,0,0
00f57f5b-e6c9-48f7-9ea8-c2869f2265eb,1,1.000,spor,spor,1.62,0,0,0
00fc07c0-9a6c-4c71-8310-69cd8789f387,1,1.000,sinema,sinema,3.34,0,0,0
010d5c0d-4d15-4bd8-b5d4-90746cb0cc5a,1,1.000,spor,spor,1.38,0,0,0
0117c539-60e1-4012-8c8f-083ec59b5d00,1,1.000,bilim,bilim,1.03,0,0,0
011c616a-7be3-47c3-bd73-0f0aa43154a8,1,1.000,sinema,sinema,3.07,0,0,0
011dd8e5-1cd9-41d5-b74e-1bc7aa7b7cfa,1,0.980,sinema,sinema,2.71,0,0,0
01214308-e727-46a7-868e-3af8edcc52a2,1,0.970,tarih,tarih,3.75,0,0,0
0127570b-c365-4bcd-a0d6-fe53fa230c1a,1,1.000,genel_kultur,bilim,1.46,0,0,0
0131f558-0fdd-47e6-a978-79a4579eb976,1,1.000,cografya,bilim,1.71,0,0,0
0139f1dd-dcce-477c-876b-facc46b35db8,1,1.000,sanat,sanat,2.74,0,0,0
01560010-490d-4d7a-a1a1-f54e1abc8311,1,0.970,cografya,cografya,2.53,0,0,0
014d42fc-f76d-4402-a3f3-ec41188a9c3a,1,1.000,cografya,cografya,2.42,0,0,0
01507337-626e-4ccf-b1d6-d3a06b26e836,1,1.000,sanat,sanat,1.80,0,0,0
01733ff5-dfcb-4319-8e18-e36ba9935a02,1,1.000,tarih,tarih,2.22,0,0,0
016865d3-945f-4fea-8c27-eed6d368bb11,1,1.000,teknoloji,teknoloji,1.72,0,0,0
01737af0-d6ff-4762-bca7-027e0d52fb2f,1,1.000,cografya,cografya,2.72,0,0,0
0173d68b-6ee2-40d4-9640-c82e37c8e199,1,1.000,spor,spor,1.70,0,0,0
017b078a-96c6-4109-9361-aac32b2fa344,1,1.000,tarih,tarih,1.89,0,0,0
018186d8-9912-4eed-b9c2-cc456c8b8fad,1,1.000,genel_kultur,muzik,1.59,0,0,0
01881221-edc4-47ef-8379-943891cd2b2c,1,1.000,sanat,sinema,1.92,0,0,0
0191f372-3373-4c4c-8d26-57a64332420a,1,1.000,sinema,sinema,2.05,0,0,0
01a87f32-5535-4fbc-8bbc-c38c6b7d1538,1,1.000,bilim,bilim,1.46,0,0,0
01b8cc46-95c1-4b16-9636-27b2313ade87,1,1.000,bilim,bilim,1.51,0,0,0
01b2e965-5dbe-4fe0-b685-26e7ff60804a,1,1.000,bilim,bilim,1.53,0,0,0
01c92a51-4111-423e-84c7-bfac95d07dbd,1,1.000,genel_kultur,sanat,2.69,0,0,0
01c9bc01-f606-4bfb-b1fc-7d85e084cfb7,1,1.000,teknoloji,teknoloji,1.78,0,0,0
01e8c52b-a691-4e07-b9e4-ccc4528c9021,1,1.000,cografya,genel_kultur,1.69,0,0,0
01f9abb7-a04d-4a6d-9a89-d31f0ddfceee,1,1.000,teknoloji,teknoloji,3.20,0,0,0
01fc048b-a2d2-417c-9c59-095e184ff01e,1,1.000,muzik,muzik,2.86,0,0,0
01b27be0-e31e-4a1d-b4f5-ec147757d175,1,1.000,sanat,sanat,2.11,0,0,0
01fc4aa5-9c68-481c-bc90-dfacebe11316,1,1.000,sanat,sanat,2.39,0,0,0
02002fc2-ba1f-4c2b-bfcc-fde89a73b125,1,1.000,spor,spor,2.00,0,0,0
0200a1b0-aed3-47c6-8f42-e024372eaae2,1,1.000,tarih,tarih,1.95,0,0,0
0204b92e-9d90-44e1-b034-9d61d64a14bd,1,1.000,cografya,cografya,2.29,0,0,0
0213bd4a-0e1b-4508-8691-4d392e99f1f5,1,1.000,teknoloji,teknoloji,3.45,0,0,0
0221f0de-d263-4686-a639-eb8363bad0a3,1,0.980,edebiyat,edebiyat,3.46,0,0,0
0225b140-381d-4cce-9810-f3c0bf260086,1,1.000,sanat,sanat,1.99,0,0,0
022dcfe1-b28f-44e8-879a-e3fdb56de5b1,1,0.970,cografya,cografya,3.00,0,0,0
022c98b1-9f8d-4da3-9d9c-bc32b3f435dc,1,1.000,genel_kultur,bilim,1.05,0,0,0
0231dc2c-9f14-4cc5-87bd-5545e9ab886c,1,1.000,cografya,genel_kultur,2.17,0,0,0
0242c3b1-2aa4-4fd1-ae08-3c2692642797,1,1.000,sanat,sanat,2.16,0,0,0
02446ee1-8d88-4d2b-b0cb-c4bcc6e3f220,1,1.000,teknoloji,teknoloji,4.01,0,0,0
024c9087-fd71-42ea-aab9-0a0a66b44736,1,1.000,bilim,bilim,1.09,0,0,0
0245c614-673a-4da6-b1b3-171071cbc583,1,1.000,sanat,sanat,1.22,0,0,0
0258befd-0db8-4ffe-ac4d-e05249c4e196,1,0.930,sinema,sinema,3.24,0,0,0
025a2023-5e1f-47f7-b32d-2346cb57515e,1,1.000,bilim,bilim,2.49,0,0,0
02613063-fe5c-481b-881d-d37ee2e966ed,1,1.000,bilim,bilim,1.93,0,0,0
0275572d-fc54-412e-9d4f-78a690a83fd9,1,1.000,teknoloji,teknoloji,2.22,0,0,0
027f3faf-d48e-41b6-8f68-fe14f727c27b,1,1.000,spor,spor,1.47,0,0,0
02770622-454d-459d-a090-246ee7604037,1,1.000,cografya,bilim,1.86,0,0,0
0285a30d-bffd-448d-be78-541ef98ea956,1,0.490,spor,spor,3.36,0,0,0
0285adda-b8d5-42aa-a030-b282e6603b7d,1,1.000,bilim,bilim,2.36,0,0,0
02952b2a-be23-49d2-98f0-525d580fe750,1,1.000,cografya,bilim,1.97,0,0,0
028d2500-6c86-4d4e-ad9f-71a21c321438,1,1.000,cografya,cografya,2.15,0,0,0
028f6c31-8ac6-42b8-b52e-431d9e5076e0,1,1.000,bilim,bilim,1.73,0,0,0
029f0d92-fe88-4f88-89c8-bebd279771c2,1,1.000,cografya,cografya,1.86,0,0,0
02a58ee6-b919-4d9e-aa8c-4e4dbfa725c7,1,1.000,genel_kultur,cografya,1.45,0,0,0
02ad7346-4305-4cdd-8ef5-b6aad9fe8e56,1,1.000,muzik,genel_kultur,1.98,0,0,0
02af93da-9215-4cdc-baf8-6e83598c0770,1,1.000,bilim,bilim,2.04,0,0,0
02afb6f8-8cd6-4906-ab06-9b52b12c3d71,1,1.000,teknoloji,teknoloji,2.80,0,0,0
02b30691-f280-42bd-b8fd-480ea6a6fce3,1,1.000,sinema,sinema,2.70,0,0,0
02b5626f-80fe-4ca9-b7b2-a2d98cddd67f,1,1.000,cografya,bilim,1.58,0,0,0
02cd1ca5-2b1c-480e-88f1-231b5f172476,1,1.000,muzik,muzik,1.99,0,0,0
02cc9b1e-ee29-40ce-a82f-7745edd1a606,1,0.990,tarih,tarih,2.08,0,0,0
02d49bcb-a26c-4bf2-a865-fae68379b642,1,1.000,sanat,teknoloji,2.02,0,0,0
02d9938f-a89c-4385-a424-f5c1e6c68628,1,1.000,teknoloji,teknoloji,2.06,0,0,0
02d94eb0-4b3d-4358-a549-53b66c0c902a,1,0.220,spor,spor,2.51,0,0,0
02d9f80c-a192-4783-a733-07e2ce0d0307,1,1.000,genel_kultur,cografya,2.11,0,0,0
02d9f0b0-0936-4c31-918e-559eaaee20e8,1,1.000,spor,spor,1.91,0,0,0
02dc101e-d99a-451f-b727-96962a0f230a,1,1.000,edebiyat,edebiyat,1.72,0,0,0
02e191fe-18f4-4cec-a011-6b6057d3cad8,1,0.980,cografya,cografya,2.80,0,0,0
02e02fcc-466f-48b4-a60b-1d83f3e14676,1,1.000,teknoloji,teknoloji,2.05,0,0,0
02e6e6c4-a3e5-41b7-8e77-e8d4dc7e2a82,1,1.000,bilim,bilim,1.91,0,0,0
02f40c1b-5a48-451b-8d7d-c6aad7f82533,1,1.000,spor,spor,2.10,0,0,0
02f43170-a0ed-4a3e-a6c8-cd58e46b74d8,1,0.930,tarih,tarih,3.11,0,0,0
03059787-a935-48cf-b5f4-6d997aba7ad1,1,1.000,teknoloji,teknoloji,3.13,0,0,0
02e6080c-c7b4-4aed-b8bf-e93338301d32,1,0.850,cografya,cografya,2.54,0,0,0
031057ed-843d-4aa8-bcff-7536bf059c93,1,1.000,spor,spor,1.11,0,0,0
0325ecc8-dced-4940-abe4-64dacc37c09e,1,0.920,genel_kultur,cografya,2.99,1,0,0
0313b2af-3b21-4e7a-8f0b-9f847e6c1ab9,1,1.000,cografya,cografya,2.55,0,0,0
03274015-30c8-4646-8e4a-7cbf2a53951a,1,0.980,cografya,cografya,2.81,0,0,0
0327b3dd-93d0-4fd6-8d22-429c845f7f39,1,1.000,edebiyat,edebiyat,2.80,0,0,0
0327666f-86fd-4dc8-a0ed-da86f00e65fa,1,1.000,cografya,cografya,2.10,0,0,0
03289b6f-e1be-44d9-a412-5d8df775af68,1,1.000,teknoloji,teknoloji,2.89,0,0,0
03313322-9db4-4b15-b68c-842e1ad4fb21,1,1.000,teknoloji,teknoloji,1.91,0,0,0
03313f6b-f6d0-49fb-b3e7-795dc179680b,1,1.000,teknoloji,teknoloji,2.18,0,0,0
03361025-e5f3-45d4-b544-68637573f6c6,1,1.000,cografya,cografya,1.89,0,0,0
033a8df4-ba60-44e3-a28a-2380d6731887,1,1.000,genel_kultur,tarih,2.20,0,0,0
033f843b-6d7d-40dc-b447-97d2d599ae18,1,1.000,sinema,sinema,3.25,0,0,0
0345a561-66cc-4d5b-ba16-105558f160d1,1,1.000,tarih,tarih,2.92,0,0,0
03469d5b-c44b-433f-bd04-84eb0d7a68a7,1,1.000,sinema,sinema,3.38,0,0,0
0355bb41-7198-471c-a68e-e4d112159a52,1,1.000,cografya,genel_kultur,2.67,0,0,0
035a7aed-083f-4316-92c0-1b787a800c4e,1,1.000,muzik,muzik,1.83,0,0,0
035d6222-b594-46ab-a3b2-543b6a00d3f2,1,1.000,bilim,bilim,2.27,0,0,0
035fc9f2-5592-4e61-9db6-ef0bfb634747,0,0.140,edebiyat,edebiyat,3.35,0,0,0
036856df-2ffd-444c-9eaf-63ccb5798045,1,0.990,tarih,tarih,3.11,0,0,0
03728bcd-eb39-42c6-93fd-fb996315aaa4,1,1.000,tarih,tarih,3.23,0,0,0
03751d50-24d6-48bd-bc8e-3e233d4a8816,1,1.000,bilim,bilim,2.65,0,0,0
037fcf7f-a43c-4849-ad2d-d48751aaf646,1,1.000,genel_kultur,cografya,1.85,0,0,0
037787b3-d5d3-4bf1-a2dc-6264a7238f14,1,1.000,teknoloji,teknoloji,2.70,0,0,0
03885d08-e62a-41bb-851b-047c613d6ec4,1,1.000,edebiyat,edebiyat,1.97,0,0,0
03a338b1-4927-473c-9f1d-5d47ffb96e53,1,1.000,spor,spor,2.81,0,0,0
039b0687-c527-4e7e-8ec5-f0f270d1e5cf,1,1.000,teknoloji,teknoloji,1.97,0,0,0
03a8eb9f-8fb1-43fa-8f48-4004fb326abd,1,1.000,cografya,cografya,2.12,0,0,0
03a565a0-6b12-4084-825b-96ce9f4bc950,1,1.000,cografya,bilim,2.14,0,0,0
03aa7244-dba7-4fc4-b164-183527ae519a,1,1.000,genel_kultur,genel_kultur,1.79,0,0,0
03adcbb4-b08c-4215-9f5b-519930a32f95,1,0.450,edebiyat,edebiyat,3.08,0,0,0
03b1ea90-e787-4711-b3ed-2ab5116c69cb,1,0.710,spor,spor,2.10,0,1,0
03b309d4-eef2-40e8-ab91-4516a36a8b32,1,1.000,bilim,bilim,2.90,0,0,0
03bd9d44-0f69-48f7-9491-5b0396128bb5,1,0.990,sanat,sanat,3.02,0,0,0
03c22e5c-ca78-4b81-bc30-afdf51b81642,1,1.000,bilim,teknoloji,1.52,0,0,0
03c10419-3354-4fd4-96ed-50f914ecc5c4,1,1.000,cografya,bilim,2.18,0,0,0
03c5f568-128a-4d9e-8623-22f3f42a4de6,1,1.000,sanat,sanat,1.13,0,0,0
03c76865-2a09-42c6-bcce-c6428e351469,1,0.330,edebiyat,edebiyat,2.60,0,0,0
03cc6087-e31b-4a93-9ec6-c4c245437ca5,1,0.210,spor,genel_kultur,3.06,0,0,0
03d1dc45-2e73-4d73-ab17-c9eca7873165,1,1.000,bilim,bilim,1.64,0,0,0
03d49497-044a-4a68-b9be-d12c313b1926,1,1.000,bilim,bilim,2.11,0,0,0
03e17e40-c2a0-4019-8092-65f2e4ff3496,1,1.000,cografya,cografya,1.30,0,0,0
03e3e2ef-a0ac-4cf4-af6f-11c0df94f8d1,1,1.000,sanat,teknoloji,1.90,0,0,0
03eba149-c96a-4c2e-aa19-9665e3ef72de,1,1.000,teknoloji,teknoloji,2.68,0,0,0
03eb0d2f-f85f-45df-8717-30ac989f11e2,1,1.000,edebiyat,edebiyat,2.86,0,0,0
03eeddb9-730e-40ec-9ec5-17d0c1c13159,1,1.000,sinema,sinema,2.45,0,0,0
03f438d1-e7b0-49ee-9120-6ba07e0ac129,1,1.000,sanat,sanat,2.54,0,0,0
03fd172c-2442-4cb5-bf02-de1240644053,1,1.000,muzik,muzik,3.00,0,0,0
040678af-88f5-4be2-9385-6eaba0913f40,1,1.000,tarih,tarih,2.08,0,0,0
040e1c71-3cda-4ae8-b717-4aa611632690,1,1.000,tarih,tarih,2.16,0,0,0
040ef93e-3b7e-445a-9f51-d95a87620474,1,1.000,bilim,bilim,1.70,0,0,0
04174bc2-9d0f-4cf7-956d-53cd2e21d3b6,0,0.440,cografya,cografya,3.04,0,0,0
04118c85-8427-4b4e-9b33-5d26ad9148fd,1,1.000,teknoloji,teknoloji,3.48,0,0,0
0420ca75-c41f-41a4-9ea3-a3521558e0ec,1,0.820,edebiyat,edebiyat,4.25,0,0,0
0419e033-4a38-4246-ac49-91fe745c4fa3,1,1.000,sanat,sanat,1.73,0,0,0
0422a2a8-622b-458b-b74e-d9f22bdf730a,1,1.000,spor,spor,1.83,0,0,0
042ed2c6-0aef-4ffb-aebe-5ce5ddc8688d,1,0.830,teknoloji,genel_kultur,3.56,0,0,0
043c15de-094d-45bb-a768-968ec9b805c5,1,0.490,spor,spor,1.94,0,1,0
04292f2e-6141-4a15-9f7a-409206c345b9,1,1.000,genel_kultur,bilim,1.00,0,0,0
043d3d20-ebea-4c64-aee6-43ddda4ce95c,1,1.000,sanat,sanat,2.11,0,0,0
0458c124-8202-43c4-bf58-125c395554d4,1,0.560,edebiyat,edebiyat,2.27,0,0,0
046232e7-0010-43a5-ab0a-5848b7db8cd6,1,1.000,bilim,bilim,2.80,0,0,0
0466919e-ed09-4198-b417-e5f32e4cec08,1,1.000,cografya,cografya,2.00,0,0,0
046835cd-206f-40a4-8547-0dbf2361b9e4,1,1.000,cografya,cografya,2.70,0,0,0
046b138a-1728-49fe-8538-98e95a8147d9,1,1.000,genel_kultur,bilim,1.63,0,0,0
046fc6e3-c142-49ac-82c8-a9729f327e52,1,1.000,genel_kultur,genel_kultur,1.69,0,0,0
0474dad6-4bd5-4ba3-9465-e4db5923c3ad,1,1.000,sanat,genel_kultur,2.16,0,0,0
04775870-139c-404f-864e-2810d328f2eb,1,0.990,edebiyat,edebiyat,2.51,0,0,0
048083d1-0fc6-40e0-bf68-abdbe3e3d4f9,1,0.990,spor,spor,2.67,0,0,0
04887ad3-283b-4681-a6a6-8a7d503f242d,1,1.000,cografya,cografya,2.15,0,0,0
048e74c3-b034-447d-af15-985850e4b9d4,1,1.000,teknoloji,teknoloji,1.82,0,0,0
048fd56f-e292-42e2-8a2f-c041b8215934,1,0.680,edebiyat,edebiyat,3.84,0,0,0
0488a085-9ad1-4f16-9d78-9bca22350166,1,1.000,tarih,tarih,1.84,0,0,0
04a3111c-581d-49a6-9e26-bdad902e8d07,1,1.000,cografya,teknoloji,3.79,0,0,0
04a4a123-5567-49bf-ac1f-b546605eb172,1,1.000,edebiyat,edebiyat,1.52,0,0,0
04b1946e-7129-42b8-a4d7-b91d128169f2,1,1.000,cografya,cografya,1.46,0,0,0
04b6d79a-6da1-475c-abe5-408904c86f69,1,1.000,edebiyat,edebiyat,2.44,0,0,0
04a868bb-526c-41f6-a46a-afce061ca838,1,0.890,cografya,tarih,2.34,0,0,1
04bc53b4-556c-4296-aa44-9e45bc65e506,1,1.000,spor,spor,2.30,0,0,0
04c8a9fc-df7b-4b33-aa43-e668e4647b61,1,1.000,genel_kultur,genel_kultur,1.64,0,0,0
04bc9682-ae2a-4be8-9209-4b828bc567d9,1,1.000,muzik,muzik,2.84,0,0,0
04d064c9-4664-46d1-ac85-9fafa0b9adf4,1,1.000,muzik,muzik,2.61,0,0,0
04e20a2e-469b-48ce-b3bb-402e0c1a130a,1,1.000,teknoloji,teknoloji,4.03,0,0,0
04e6279c-5e6e-47c4-86c3-d1c949003d57,1,0.840,sinema,sinema,2.78,0,0,0
04ee30e1-6d8d-4637-ba73-f649d7a69442,1,1.000,sanat,sanat,1.65,0,0,0
04ed6962-3549-4124-8b88-3a127a3b5738,1,0.980,muzik,muzik,2.81,0,0,0
04f9d1ec-378f-4542-9543-53e2cff2ddd8,1,1.000,cografya,cografya,2.21,0,0,0
04fc5ecc-6fad-4fe7-9f90-77371e532c33,1,0.920,cografya,cografya,2.17,0,0,0
04fc2e14-8667-43d3-a339-89c0a3e12e83,1,0.980,muzik,muzik,3.70,0,0,0
05049a1f-88e8-4613-8272-17cebb0ab75c,1,0.990,sanat,sinema,3.29,0,0,0
04fdd05f-1525-4491-be90-ee8d878ec331,1,1.000,muzik,muzik,2.86,0,0,0
050a6c17-c8bc-4a83-8f9a-13088a46cb99,1,1.000,muzik,muzik,2.55,0,0,0
05116ea0-3af7-4a10-8ea6-9db38cb62d14,0,0.660,sinema,sinema,2.89,0,0,0
050f1200-f1d9-410c-af9d-ca33b5ece482,1,0.640,muzik,muzik,3.49,0,0,0
0511c160-75a5-4da3-a551-381a5958cf43,1,1.000,sinema,sinema,3.86,0,0,0
0524ff7b-b7ba-4137-8ca8-49b3c392186e,1,1.000,bilim,bilim,1.69,0,0,0
052b49f7-bcb5-4465-8c98-ae6dd83c6fbc,1,0.970,cografya,cografya,1.48,0,0,0
053640f6-8950-468a-a505-0cc47a53cc01,1,1.000,cografya,cografya,2.49,0,0,0
052f6554-51d4-48aa-a497-616933814e1c,1,1.000,tarih,tarih,1.78,0,0,1
053a7fb7-080f-465e-8984-12160f2ec4d9,1,0.770,tarih,tarih,3.22,0,0,0
0540a051-c5f1-4a04-812e-81f9a6b3cdfb,1,0.980,bilim,bilim,2.14,0,0,0
054a87b8-110f-4aeb-b764-7fa4aef31f97,1,1.000,sanat,sanat,1.26,0,0,0
054fc30b-3023-43bb-85de-a1dc32d2fc03,0,0.470,teknoloji,teknoloji,4.03,0,0,0
054b5fcd-82fc-4ceb-9744-9c9a9425910f,1,1.000,sanat,sanat,1.79,0,0,0
0551cdc3-8393-41e3-822b-bfc62754c839,1,1.000,teknoloji,teknoloji,2.07,0,0,0
0532797c-48b3-488c-9306-5a56b0e36068,1,1.000,spor,spor,1.99,0,0,0
05545294-d1ee-4ada-9280-189544194810,1,1.000,spor,spor,2.31,0,0,0
055d1d20-bab6-47d0-a85b-96da56de97ef,1,1.000,muzik,muzik,3.77,0,0,0
055f00be-d77b-4d6f-b506-bf58a1836e00,1,1.000,tarih,tarih,2.21,0,0,0
0564fc5b-4186-40ce-a9e5-8d1237ce100e,1,1.000,spor,spor,1.96,0,0,0
056a156d-807f-410a-9d75-f7feed0d5a7a,1,1.000,sinema,edebiyat,2.94,0,0,0
05719bd9-4fea-4aaa-b16f-bf255bf1a2f9,1,1.000,genel_kultur,genel_kultur,1.27,0,0,0
0579e08c-cd43-4f65-8f5b-f5200497e6d1,1,1.000,sinema,sinema,1.73,0,0,0
056e7094-596e-4e44-956e-8275a4067373,1,1.000,teknoloji,teknoloji,2.76,0,0,0
057b36f8-2d43-449f-a58e-8bad6031ca1d,1,1.000,sinema,sinema,2.04,0,0,0
05884f71-4737-4003-b79b-921815ad77ed,1,1.000,muzik,muzik,2.75,0,0,0
0596f062-6311-41d4-9a7e-ab1a239ee7f8,1,1.000,cografya,cografya,1.86,0,0,0
05977207-7dd9-4fd5-9518-ac003bcddcc7,1,1.000,bilim,bilim,1.96,0,0,0
0598e7fb-0c4d-4aac-8880-e3d34fe963fb,1,1.000,bilim,bilim,1.88,0,0,0
05a42af2-0155-4ced-802d-11ba487dae83,1,0.830,genel_kultur,teknoloji,3.10,0,0,0
05ac7c13-edb1-4186-a8ee-19b6348d776c,1,1.000,bilim,bilim,1.96,0,0,0
05a49262-66bf-4d20-9188-15b0e5975267,1,0.910,genel_kultur,genel_kultur,1.60,0,0,0
05b3e4eb-6ece-4e84-9efb-8a3240623834,1,1.000,sanat,sanat,1.30,0,0,0
05b6fdab-850b-4c46-b47a-5950a149bdb4,0,0.330,edebiyat,edebiyat,3.57,0,1,0
05b7cadd-3d72-43a6-bb8a-6010824f6a98,1,1.000,bilim,bilim,1.88,0,0,0
05b899d3-8120-4c67-a228-8bcdd404d129,1,1.000,teknoloji,teknoloji,3.93,0,0,0
05ce2d35-95f2-46de-97fc-9bb78c2522a3,1,1.000,muzik,genel_kultur,1.53,0,0,0
05bb51b8-3879-49cb-b752-07525a9815ce,1,1.000,cografya,cografya,1.87,0,0,0
05c0fc39-108a-4f70-9d27-a52ff5790ef0,1,1.000,genel_kultur,tarih,2.88,0,0,0
05d350fd-0554-4324-b650-6ff8035966a3,1,1.000,cografya,cografya,1.48,0,0,0
05dc5f66-641e-45f8-b7fe-b1f00303cd4d,1,0.970,tarih,tarih,2.64,0,0,0
05e0a475-34f8-4db0-a806-d27f21190cc1,1,1.000,bilim,bilim,1.94,0,0,0
05f42e75-7f7b-467b-b054-1fc7f05b15b3,1,0.970,sanat,sanat,3.39,0,0,0
05f8db14-35de-4ee6-8c94-01ad0d438ae1,1,1.000,edebiyat,edebiyat,2.52,0,0,0
06030adb-83af-4769-8a4a-1bd717f50bac,1,1.000,bilim,bilim,1.17,0,0,0
0604cdbf-127d-4172-a431-6c0d2ca12d30,1,1.000,edebiyat,edebiyat,3.69,0,0,0
0609cde6-f84b-44aa-bb5f-6b6c1ea18e35,1,1.000,bilim,bilim,2.54,0,0,0
0611966c-6106-452f-921a-f2e9a2853dca,1,1.000,sanat,sanat,2.93,0,0,0
062b02eb-8622-40c3-bf5c-762b8d31a780,1,1.000,edebiyat,edebiyat,3.29,0,0,0
063a7012-6d95-4a1a-ab6c-90f3dea8cfda,1,0.950,cografya,cografya,2.21,0,0,0
062e0e75-b455-4be4-a497-5ce4558e8398,1,1.000,sinema,sinema,2.00,0,0,0
